PROCEDIMENTO,"RN (alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
OSTEOTOMIAS DOS MAXILARES OU MALARES,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
OSTEOTOMIA DA MANDIBULA E/OU MAXILA COM APLICACAO DE OSTEODISTRATOR (COM DIRETRIZ DE UTILIZACAO),,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,144.0,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO DE MANDIBULA/MAXILA COM PROTESE E OU ENXERTO OSSEO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
REDUCAO SIMPLES DA LUXACAO DA ARTICULACAO TEMPORO-MANDIBULAR COM FIXACAO INTERMAXILAR,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DA REGIAO BUCO-MAXILO-FACIAL,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
SUTURA DE FERIDA EM REGIAO BUCO-MAXILO-FACIAL (COM DIRETRIZ DE UTILIZACAO),,,Seg. Odontológica,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,97.0,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE ANQUILOSE DA ARTICULACAO TEMPORO MANDIBULAR,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE CISTOS,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE FISTULA BUCO-MAXILO-FACIAL E BUCO NASAL,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE LUXACAO DA ATM,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE TUMORES E EXOSTOSES,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO OU ARTROPLASTIA PARA LUXACAO DA ARTICULACAO TEMPORO-MANDIBULAR,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO OU ARTROPLASTIA PARA LUXACAO DA ARTICULACAO TEMPORO-MANDIBULAR POR ARTROSCOPIA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
"CORRECAO DE TUMORES, CICATRIZES OU FERIMENTOS COM O AUXILIO DE EXPANSORES DE TECIDOS",,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE CISTO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE TUMOR OU FISTULA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
"HEMIATROFIA FACIAL, CORRECAO COM ENXERTO DE GORDURA OU IMPLANTE",,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
"REANIMACAO COM O MUSCULO TEMPORAL PARA O TRATAMENTO DA PARALISIA FACIAL, COM OU SEM NEUROTIZACAO",,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO COM RETALHO AXIAL DA ARTERIA TEMPORAL SUPERFICIAL,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO COM RETALHOS AXIAIS SUPRA-ORBITAIS E SUPRATROCLEARES,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO COM RETALHOS EM VY DE PEDICULO SUBARTERIAL,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO COM ROTACAO DO MUSCULO TEMPORAL,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,FACE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE MANDIBULA/MAXILA (COM DIRETRIZ DE UTILIZACAO),,,Seg. Odontológica,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,85.0,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE TUMORES BENIGNOS ODONTOGENICOS SEM RECONSTRUCAO (COM DIRETRIZ DE UTILIZACAO),,,Seg. Odontológica,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,87.0,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
REMOCAO DE ODONTOMA,,,Seg. Odontológica,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE HIPERPLASIAS DE TECIDOS OSSEOS/CARTILAGINOSOS NA REGIAO BUCO- MAXILO-FACIAL (COM DIRETRIZ DE UTILIZACAO),,,Seg. Odontológica,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,88.0,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE TUMORES BENIGNOS DE TECIDOS OSSEOS/CARTILAGINOSOS NA REGIAO BUCO-MAXILO-FACIAL (COM DIRETRIZ DE UTILIZACAO),,,Seg. Odontológica,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,88.0,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE PEQUENOS CISTOS DE MANDIBULA/MAXILA (COM DIRETRIZ DE UTILIZACAO),,,Seg. Odontológica,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,91.0,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
HEMIMANDIBULECTOMIA OU RESSECCAO SECCIONAL DA MANDIBULA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
MANDIBULECTOMIA COM OU SEM ESVAZIAMENTO GANGLIONAR CERVICAL COM OU SEM ENXERTO OSSEO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
MANDIBULECTOMIA COM OU SEM ESVAZIAMENTO ORBITAL E RINOTOMIA LATERAL,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
MANDIBULECTOMIA COM RECONSTRUCAO A CUSTA DE OSTEOMIOCUTANEO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
MANDIBULECTOMIA COM RECONSTRUCAO MICROCIRURGICA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
"OPERACAO ""PULL THROUGH"" PARA TUMORES DA BOCA COM ESVAZIAMENTO",,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RESSECCAO DE TUMOR DE MANDIBULA COM DESARTICULACAO DE ATM,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RESSECCAO PARCIAL DA MANDIBULA (SEGMENTAR OU SECCIONAL),,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,MANDIBULA E MAXILA,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
CERVICOTOMIA EXPLORADORA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
ESCALENOTOMIA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
ESVAZIAMENTO CERVICAL,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
"EXERESE DE TUMOR, CISTO OU FISTULA CERVICAL",,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
LINFADENECTOMIA PROFUNDA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
LINFADENECTOMIA SUPERFICIAL,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
NEUROBLASTOMA CERVICAL - EXERESE,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
OPERACAO COMPOSTA COM ESVAZIAMENTO CERVICAL COM OU SEM RECONSTRUCAO A CUSTA DE RETALHOS DE PELE,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
PUNCAO-BIOPSIA DE PESCOCO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO DE ESOFAGO CERVICAL,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RESSECCAO DE TUMOR DE CORPO CAROTIDEO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETRACAO CICATRICIAL CERVICAL COM OU SEM EMPREGO DE EXPANSORES DE TECIDO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TORCICOLO CONGENITO - TRATAMENTO CIRURGICO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DA LIPOMATOSE CERVICAL,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE FISTULA COM RETALHO CUTANEO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PESCOCO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE TIREOIDE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TIREOIDE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
BOCIO MERGULHANTE: EXTIRPACAO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TIREOIDE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
ISTMECTOMIA OU NODULECTOMIA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TIREOIDE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TIREOIDECTOMIA PARCIAL OU TOTAL COM OU SEM ESVAZIAMENTO GANGLIONAR,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TIREOIDE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE PARATIREOIDE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PARATIREOIDE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
PARATIREOIDECTOMIA COM ESVAZIAMENTO CERVICAL,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PARATIREOIDE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
PARATIREOIDECTOMIA COM TORACOTOMIA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PARATIREOIDE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
PARATIREOIDECTOMIA SUBTOTAL,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PARATIREOIDE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
PARATIREOIDECTOMIA TOTAL COM IMPLANTE DE PARATIREOIDES,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PARATIREOIDE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
REIMPLANTE DE PARATIREOIDE PREVIAMENTE PRESERVADA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PARATIREOIDE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DO HIPERPARATIREOIDISMO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PARATIREOIDE,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
CRANIOPLASTIA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CRANIO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
CRANIOTOMIA OU CRANIECTOMIA DESCOMPRESSIVA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CRANIO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
CRANIOTOMIA PARA TUMORES OSSEOS,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CRANIO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO CRANIANA OU CRANIOFACIAL,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CRANIO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETIRADA DE CRANIOPLASTIA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CRANIO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DA CRANIOSSINOSTOSE,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CRANIO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DA FRATURA DO CRANIO - AFUNDAMENTO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CRANIO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DA OSTEOMIELITE DE CRANIO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,CRANIO,CABECA E PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS
ABSCESSO DE PALPEBRA - DRENAGEM,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,,,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE PALPEBRA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,,,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
BLEFARORRAFIA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,,,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
CALAZIO - TRATAMENTO CIRURGICO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,,,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
CANTOPLASTIA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
COLOBOMA - CORRECAO CIRURGICA (COM DIRETRIZ DE UTILIZACAO),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,15.0,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
CORRECAO CIRURGICA DE ECTROPIO OU ENTROPIO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
EPICANTO - CORRECAO CIRURGICA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
EPILACAO DE CILIOS POR ELETROLISE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
FISSURA PALPEBRAL - CORRECAO CIRURGICA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
LAGOFTALMO - CORRECAO CIRURGICA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
PALPEBRA - RECONSTRUCAO PARCIAL COM OU SEM RESSECCAO DE TUMOR,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
PALPEBRA - RECONSTRUCAO TOTAL COM OU SEM RESSECCAO DE TUMOR,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
PTOSE PALPEBRAL - CORRECAO CIRURGICA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RESSECCAO DE TUMORES PALPEBRAIS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETRACAO PALPEBRAL - CORRECAO CIRURGICA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
SIMBLEFARO COM OU SEM ENXERTO - CORRECAO CIRURGICA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
SUPERCILIO - RECONSTRUCAO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PALPEBRA,OLHOS,PROCEDIMENTOS CIRURGICOS E INVASIVOS
